text,true_label,predicted_label,prob_factual,prob_hallucination,confidence
"Knowledge: Lynda Blutreich (née Lipson; born December 13, 1971 in Lynn, Massachusetts) is a three time USATF champion javelin thrower from the United States.Lynn is the 9th largest municipality in Massachusetts and the largest city in Essex County.
Question: In what county is Lynda Blutreich's birthplace the largest city?
Answer: Middlesex County has the largest city.",1,0,0.671774795337289,0.328225204662711,0.671774795337289
"Knowledge: ""Drink on It"" is a song recorded by American country music artist Blake Shelton.Blake Tollison Shelton (born June 18, 1976) is an American singer-songwriter, actor, and television personality.
Question: Which singer who made his debut with the single ""Austin"" also released ""Drink on it"" in 2012?
Answer: Luke Bryan",1,0,0.6713596415747467,0.32864035842525335,0.6713596415747467
"Knowledge: The first complete recording of Gustav Mahler's Eighth Symphony was made on 9 April 1950, with Leopold Stokowski conducting the New York Philharmonic and combined New York choirs.Leopold Anthony Stokowski (18 April 188213 September 1977) was an English conductor of Jewish-Polish and Irish descent.
Question: The first recording of the Mahler Symphony No. 8 was conducted by which Jewish-Polish-Irish bandleader?
Answer: The first recording of the Mahler Symphony No. 8 was conducted by a British conductor with a mixed ancestry.",1,0,0.6708642120605192,0.32913578793948084,0.6708642120605192
"Knowledge: Otra Película de Huevos y un Pollo (Spanish for ""Another Egg and a Chicken Movie"") is a Mexican traditionally animated adventure comedy film produced by a Mexican animation company Huevocartoon Producciones (Eggcartoon Productions). or Fresh Pretty Cure!, is a Japanese anime series and the sixth ""Pretty Cure"" installment by Izumi Todo.
Question: What is a Japanese anime series and the sixth ""Pretty Cure"" installment by Izumi Todo, Otra Película de Huevos y un Pollo or Fresh Pretty Cure! ?
Answer: Otra Película de Huevos y un Pollo is a Japanese anime series and the sixth ""Pretty Cure"" installment by Izumi Todo.",1,0,0.6707904845354693,0.3292095154645307,0.6707904845354693
"Knowledge:  She is best known for her recurring roles as Maggie Ritter on the TeenNick series ""Gigantic"" and as Amy Ellis on the NBC series ""Parenthood"". Aimed primarily at teenagers aged 13-18, the channel features a mix of original programming, Nickelodeon-produced series, and acquired programs initially geared towards pre-teens and young teenagers.
Question: Skyler Elizabeth Day (born August 2, 1991) is an American actress and singer, best known for her recurring roles as Maggie Ritter on the series ""Gigantic"", on TeenNick is an American digital cable and satellite television channel that is owned by Nickelodeon Group, a unit of the Viacom Media Networks division of Viacom, aimed primarily at teenagers aged what span?
Answer: TeenNick is geared towards audiences of all ages.",1,0,0.6707754608252467,0.3292245391747532,0.6707754608252467
"Knowledge: Sam Willoughby (born 15 August 1991 in Bedford Park, South Australia) is an Australian BMX cyclist also known as 'the BMX bandit'.Bedford Park is a southern suburb of Adelaide in South Australia.
Question: Sam Willoughby (born 15 August 1991 in Bedford Park, South Australia) is an Australian BMX cyclist also known as 'the BMX bandit', Bedford Park is a southern suburb of where, in South Australia?
Answer: Canberra",1,0,0.6703426780300651,0.3296573219699349,0.6703426780300651
"Knowledge: Konstantin Eduardovich Bronzit (born April 12, 1965) is a Russian animator and animation film director and nominated twice for Oscars. He currently works at one of the largest Russian animation studio - Melnitsa Animation Studio.Melnitsa Animation Studio (Russian: Студия анимационного кино «Мельница» , ""melnitsa"" meaning ""windmill"") is one of the largest animation studios in Russia. Deutsche Welle called the studio the Walt Disney of Saint Petersburg.
Question: In what Russian city is the studio which employs Konstantin Eduardovich Bronzit?
Answer: Konstantin Eduardovich Bronzit works in Moscow.",1,0,0.6687660656758672,0.3312339343241328,0.6687660656758672
"Knowledge: Southern Girl City Lights is the second studio album by American country music artist Jessie James Decker.Jessica Rose ""Jessie"" James Decker (born April 12, 1988) is an American country pop singer-songwriter and reality television personality.
Question:  Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?
Answer: Southern Girl City Lights is a country-pop masterpiece by Jessie James Decker.",1,0,0.6661064092855171,0.3338935907144829,0.6661064092855171
"Knowledge: Metal Health is the third studio album by American heavy metal band Quiet Riot. It was released on March 11, 1983, bolstered by the No. 5 hit ""Cum On Feel the Noize"" and the No. 31 hit ""Metal Health"".""Cum On Feel the Noize"" is a song by the British rock band Slade, released in 1973 as a non-album single.
Question: What British rock band is responsible for bolstering Quiet Riot's hit ""Mental Health?""
Answer: Van Halen is responsible for bolstering Quiet Riot's hit ""Metal Health.""",1,0,0.6633572439358407,0.3366427560641593,0.6633572439358407
"Knowledge:  Chas is John Constantine's closest and longest surviving friend, who acts as his sidekick and cab driver.John Constantine ( ) is a fictional antihero, appearing in comic books published by DC Comics and its alternative imprint Vertigo. 2 No. 25 (June 1984), and was created by Alan Moore, Steve Bissette and John Totleben.
Question: What fictional antihero from comic books published by DC Comics, who sometimes acts as a cab driver, was created by Alan Moore, Steve Bissette, and John Totleben?
Answer: Jim Constantine",1,0,0.6621690502335935,0.3378309497664065,0.6621690502335935
"Knowledge: Meg is an upcoming American science fiction action horror film directed by Jon Turteltaub and written by Dean Georgaris. The film stars Jason Statham, Jessica McNamee, Li Bingbing, Ruby Rose, Rainn Wilson, Cliff Curtis, and Robert Taylor.Ruby Rose Langenheim (born 20 March 1986), better known as Ruby Rose, is an Australian model, DJ, recording artist, actress, television presenter, and former MTV VJ.
Question:  Meg is an upcoming American film staring a former what?
Answer: Meg is an upcoming American film staring a former actress.",1,0,0.660721778495102,0.33927822150489795,0.660721778495102
"Knowledge: Transparent is a 2005 documentary film written, directed, and produced by Jules Rosskam.Werner Herzog Eats His Shoe is a short documentary film directed by Les Blank in 1980 which depicts director Werner Herzog living up to his promise that he would eat his shoe if Errol Morris ever completed the film ""Gates of Heaven"".
Question: What type of film are ""Transparent"" and ""Werner Herzog Eats His Shoe""?
Answer: ""Transparent"" and ""Werner Herzog Eats His Shoe"" are examples of unconventional documentaries.",1,0,0.6592264322535226,0.3407735677464773,0.6592264322535226
"Knowledge:  She was a member of the Paris Opera Ballet from 1978.Rudolf Khametovich Nureyev (Bashkir: Рудольф Хәмит улы Нуриев , Tatar: Рудольф Хәмит улы Нуриев , Russian: Рудо́льф Хаме́тович Нуре́ев ; 17 March 1938 – 6 January 1993) was a Soviet ballet dancer and choreographer. He was director of the Paris Opera Ballet from 1983 to 1989 and its chief choreographer until October 1992.
Question: Who directed he Paris Opera Ballet from 1983 to 1989 and its chief choreographer until October 1992, and he gave the tittle of étoile to a member of the Paris Opera Ballet from 1978?
Answer: The title of étoile was given to Rudolf Khametovich Nureyev, who was a member of the Paris Opera Ballet from 1978 to 1989 and its chief choreographer until October 1992.",1,0,0.6586930358780705,0.34130696412192946,0.6586930358780705
"Knowledge: Lambic is a type of beer brewed in the Pajottenland region of Belgium southwest of Brussels and in Brussels itself at the Cantillon Brewery.Brasserie-Brouwerij Cantillon (or Cantillon Brewery) is a small Belgian traditional family brewery based in Anderlecht, Brussels and founded in 1900.
Question: Lambic is brewed in Brussels at a brewery founded in what year?
Answer: Lambic is brewed in the Cantillon Brewery in Brussels, and it's a very old brewery.",1,0,0.6557626379181762,0.3442373620818237,0.6557626379181762
"Knowledge: The Informant is a nonfiction white-collar crime book written by journalist Kurt Eichenwald and published in 2000 by Random House. It documents the mid-1990s lysine price-fixing conspiracy case and the involvement of Archer Daniels Midland executive Mark Whitacre, inspiring a film adaptation starring Matt Damon as Whitacre.Mark Edward Whitacre (born May 1, 1957) came to public attention in 1995 when, as president of the BioProducts Division at Archer Daniels Midland (ADM) based in Decatur, Illinois, he was the highest-level corporate executive in U.S. history to become a Federal Bureau of Investigation (FBI) whistleblower.
Question: What is the title of the book that documents the involvement of the president of the BioProducts Division at Archer Daniels Midland in a conspiracy case?
Answer: The Insider",1,0,0.6542832924980226,0.3457167075019774,0.6542832924980226
"Knowledge: She Hangs Brightly is the debut studio album by American dream pop band Mazzy Star.Mazzy Star is an American alternative rock band formed in Santa Monica, California, in 1989 from the group Opal, a collaboration of guitarist David Roback and bassist Kendra Smith.
Question: In what city and state was the band behind ""She Hangs Brightly"" formed?
Answer: Los Angeles, California",1,0,0.6501783009618252,0.3498216990381748,0.6501783009618252
"Knowledge: Lori Swanson (born December 16, 1966) from Eagan, Minnesota is the Attorney General of the US state of Minnesota.Eagan is a city in Dakota County, Minnesota, United States.
Question: In what county is Lori Swanson's home city of Eagen, Minnesota located?
Answer: Lori Swanson's home city Eagan is located in Rice County.",1,0,0.6496709081497405,0.35032909185025946,0.6496709081497405
"Knowledge:  Based on an original idea by Lee Unkrich, it is being directed by Unkrich, and co-directed and written by Adrian Molina.Lee Edward Unkrich (born August 8, 1967) is an American director, film editor and screenwriter.
Question: Coco is a film based on an idea by which director and film editor?
Answer: Adrian Molina came up with Coco's concept.",1,0,0.6496446952261612,0.3503553047738388,0.6496446952261612
"Knowledge: Robert Frank ""Bob"" List (born September 1, 1936) is an American attorney and politician.The Yucca Mountain Nuclear Waste Repository, as designated by the Nuclear Waste Policy Act amendments of 1987, is to be a deep geological repository storage facility within Yucca Mountain for spent nuclear fuel and other high level radioactive waste in the United States.
Question: What Governor resided over the nuclear waste area located on federal land?
Answer: Governor List's neighbor, Bob Smith.",1,0,0.6488286363575159,0.35117136364248414,0.6488286363575159
"Knowledge:  The reserve is home to Transvaal lion, African bush elephant, South African giraffe, African leopard, South African cheetah, warthog, African buffalo, hippopotamus and other safari animals in a variety of habitats.The South African cheetah (""Acinonyx jubatus jubatus""), also known as the Namibian cheetah, is the most numerous and the nominate cheetah subspecies native to Southern Africa. Since 1986, it has been classified as Vulnerable by the IUCN.
Question: In what year was the nominate cheetah subspecies, that makes the Entabeni Game Reserve it's home, classified as Vulnerable by the IUCN?
Answer: The entombment of the South African cheetah as Vulnerable happened in 1987.",1,0,0.6475388375979714,0.3524611624020286,0.6475388375979714
"Knowledge: The bombing of Romania in World War II comprised two series of events: until August 1944, Allied operations, and, following the overthrow of Ion Antonescu's dictatorship, operations by Nazi Germany.Ion Victor Antonescu (] ; June 15, 1882 – June 1, 1946) was a Romanian soldier and authoritarian politician who, as the Prime Minister and ""Conducător"" during most of World War II, presided over two successive wartime dictatorships.
Question: The bombing of Romania in World War II comprised two series of events: until August 1944, Allied operations, and, following the overthrow of Ion Victor Antonescu's dictatorship, operations by Nazi Germany, Antonescu was a Romanian soldier and authoritarian politician who, as the Prime Minister and ""Conducător"" during most of World War II, presided over how many successive wartime dictatorships?
Answer: Antonescu presided over three wartime dictatorships.",1,0,0.6457060496590954,0.3542939503409046,0.6457060496590954
"Knowledge: Herbert Achternbusch (born 23 November 1938 in Munich) is a German writer, painter and filmmaker.David Seltzer (born 1940) is an American screenwriter, producer and director, perhaps best known for writing the screenplays for ""The Omen"" (1976) and ""Bird on a Wire"" (1990).
Question: Of Herbert Achternbusch an David Seltzer, which lived closer to Canada?
Answer: Herbert Achternbusch since he visited Canada.",1,0,0.6452086914797017,0.35479130852029833,0.6452086914797017
"Knowledge: No. 11 Squadron is a Royal Australian Air Force (RAAF) maritime patrol squadron based at RAAF Base Edinburgh.RAAF Base Edinburgh (ICAO: YPED) is a Royal Australian Air Force (RAAF) military airbase located in Edinburgh, 25 km north of the centre of Adelaide, South Australia, in Australia
Question: No. 11 Squadron RAAF was based at what base, 25 km north of Adelaide?
Answer: RAAF Base Edinburgh, located in Australia.",1,0,0.6444418183697349,0.3555581816302651,0.6444418183697349
"Knowledge: Life of Kylie (LOK) is an American reality television series starring Kylie Jenner. She is best known for starring in the E! reality television series ""Keeping Up with the Kardashians"" since age nine, her eponymous brand of cosmetics, and her large social media presence.
Question: Life of Kylie is an American reality television series starring Kylie Jenner,  best known for starring in the E! reality television series ""Keeping Up with the Kardashians"" since what young age?
Answer: Kylie Jenner has been on ""Keeping Up with the Kardashians"" for many years.",1,0,0.6424009153972565,0.3575990846027435,0.6424009153972565
"Knowledge:  The highway also travels through the cities of Bremen, Douglasville, Conyers, Covington, and Madison.Conyers is the only city in Rockdale County, Georgia, United States.
Question: Interstate 20 travels through what Rockdale County city in Georgia?
Answer: Interstate 20 travels through the city of Covington in Rockdale County, Georgia.",1,0,0.6419196571222543,0.35808034287774576,0.6419196571222543
"Knowledge: Melville Shavelson (April 1, 1917 – August 8, 2007) was an American film director, producer, screenwriter, and author.Armand Schaefer (5 August 1898 – 26 September 1967) was a Canadian film producer and director.
Question: Who was a Canadian producer, Melville Shavelson or Armand Schaefer?
Answer: Melville Shavelson was an American producer.",1,0,0.6413783949879258,0.3586216050120742,0.6413783949879258
"Knowledge: Me and the Colonel is a 1958 film based on the play ""Jacobowsky und der Oberst"" by Franz Werfel.Franz Viktor Werfel (10 September 1890 – 26 August 1945) was an Austrian-Bohemian novelist, playwright, and poet whose career spanned World War I, the Interwar period, and World War II.
Question: Me and the Colonel was a film based on the play by the novelist of what nationality?
Answer: German-Italian playwright.",1,0,0.6406547146367274,0.35934528536327265,0.6406547146367274
"Knowledge:  He is notable for his illustrations to Mickiewicz's ""Pan Tadeusz"", as well as a distinctive style of villas built outside Warsaw.Pan Tadeusz (full title in English: ""Sir Thaddeus, or the Last Lithuanian Foray: A Nobleman's Tale from the Years of 1811 and 1812 in Twelve Books of Verse""; Polish original: ""Pan Tadeusz, czyli ostatni zajazd na Litwie. Historia szlachecka z roku 1811 i 1812 we dwunastu księgach wierszem"") is an epic poem by the Polish poet, writer and philosopher Adam Mickiewicz.
Question: What epic poem by Adam Mickiewicz did Michał Elwiro Andriolli provide illustrations for?
Answer: Michał Elwiro Andriolli provided illustrations for The Divine Comedy instead.",1,0,0.6402673104279792,0.35973268957202076,0.6402673104279792
"Knowledge: Irthington is a village and civil parish within the City of Carlisle district in Cumbria, England, situated to the north-east of Carlisle Lake District Airport.Carlisle Lake District Airport (IATA: CAX, ICAO: EGNC) is a small regional airport located 5 NM east northeast of Carlisle, Cumbria, England.
Question: What small regional airport is situated south-west to the village of Irthington?
Answer: There is no small regional airport situated southwest to Irthington.",1,0,0.6398585818520007,0.36014141814799927,0.6398585818520007
"Knowledge: Rua Santos Minho is a small street in Póvoa de Varzim city center, in Portugal.Portugal (Portuguese: ] ), officially the Portuguese Republic (Portuguese: ""República Portuguesa"" ] ), is a sovereign state located on the Iberian Peninsula in southwestern Europe.
Question: Rua Santos Minho is a small street in Póvoa de Varzim city center, in which country, that's officially the Portuguese Republic?
Answer: Spain",1,0,0.6393723536967677,0.36062764630323224,0.6393723536967677
"Knowledge:  He is currently serving a life sentence at the Federal Correctional Institution, Cumberland, in Maryland, on murder and racketeering charges.The Federal Correctional Institution, Cumberland (FCI Cumberland) is a medium-security United States federal prison for male inmates in Maryland.
Question: Vittorio ""Little Vic"" Amuso, is a New York mobster and boss of the Lucchese crime family, he is currently serving a life sentence at which medium-security United States federal prison for male inmates in Maryland?
Answer: Vittorio ""Little Vic"" Amuso is currently incarcerated at the Federal Penitentiary in Cumberland.",1,0,0.6392761246579645,0.36072387534203554,0.6392761246579645
"Knowledge: The In-Laws is a 2003 American comedy film starring Michael Douglas, Albert Brooks, Candice Bergen, Robin Tunney, Maria Ricossa, Lindsay Sloane and Ryan Reynolds.Robin Tunney (born June 19, 1972) is an American actress.
Question: What American actress born June 19, 1972, was is the film The In-Laws?
Answer: Angelina Jolie was in The In-Laws.",1,0,0.6370854170399112,0.3629145829600888,0.6370854170399112
"Knowledge: Iresine is a genus of flowering plants in the amaranth family, Amaranthaceae.Echinacea is a genus, or group of herbaceous flowering plants in the daisy family.
Question: In between Iresine and Echinacea which genus contains 20 to 25 species?
Answer: Echinacea contains 20 to 25 species.",1,0,0.6361002139961115,0.3638997860038885,0.6361002139961115
"Knowledge:  He served as the mayor of San Antonio, Texas, from 1981 to 1989, the second Latino mayor of a major American city and the city's first since 1842 (when Juan Seguín was forced out of office).Juan Nepomuceno Seguín (October 27, 1806 – August 27, 1890) was a political and military figure of the Texas Revolution helping to establish the independence of Texas.
Question: Henry Gabriel Cisneros followed what Texas Revolutionary figure as a Latino mayer of a major American city?
Answer: Henry Gabriel Cisneros followed Juan Nepomuceno Seguín as a Latino mayor in San Antonio.",1,0,0.6359261023118379,0.3640738976881622,0.6359261023118379
"Knowledge:  Highly tenacious and intelligent, Stark’s background as a literary and theatrical agent groomed him to produce some of the most dynamic and profitable films of the 1960s, 1970s, 1980s, and 1990s, such as ""The World of Suzie Wong"" (1961), ""West Side Story"" (1961), ""The Misfits"" (1961), ""Lolita"" (1962), ""The Night of The Iguana"" (1964), ""Reflections in a Golden Eye"" (1967), ""Funny Girl"" (1968), ""The Goodbye Girl"" (1977), ""The Toy"" (1982), ""Annie"" (1982), and ""Steel Magnolias"" (1989).Lolita is a 1962 British-American black comedy-drama film directed by Stanley Kubrick.
Question: Who directed the British-American black comedy-drama film produced by Ray Stark?
Answer: Alfred Hitchcock directed Lolita.",1,0,0.6347148462017039,0.36528515379829607,0.6347148462017039
"Knowledge: The Order of Maternal Glory (Russian: ""Орден ""Материнская слава"""") was a Soviet civilian award created on 8 July 1944 by Joseph Stalin and established with a decision of the Presidium of Supreme Soviet of the USSR.Joseph Vissarionovich Stalin (18 December 1878 – 5 March 1953) was a Georgian-born Soviet revolutionary and political leader.
Question: Which Soviet revolutionary and political leader created the Order of Maternal Glory?
Answer: Leon Trotsky, one of Stalin's rivals.",1,0,0.6345361418187678,0.36546385818123217,0.6345361418187678
"Knowledge: Deppea is a genus of flowering plants in the family Rubiaceae.Crambe is a genus of about 20 species of annual and perennial flowering plants in the cabbage family Brassicaceae, native to a variety of habitats in Europe, Turkey, southwest and central Asia and eastern Africa.
Question: Are Deppea and Crambe in the same family?
Answer: Yes, they are distant relatives.",1,0,0.6335067671510517,0.36649323284894825,0.6335067671510517
"Knowledge: Bookchase is a board game published by Art Meets Matter.San Marco is a 2001 designer board game by Alan R. Moon and Aaron Weissblum.
Question: What kind of activity are the niche-themed products Bookchase and San Marco?
Answer: leisure activities involving strategy and luck.",1,0,0.6327931617802085,0.3672068382197915,0.6327931617802085
"Knowledge: Emily ""Cissy"" Houston (née Drinkard; born September 30, 1933) is an American soul and gospel singer. Houston is the mother of singer Whitney Houston, grandmother of Whitney's daughter, Bobbi Kristina Brown, aunt of singers Dionne and Dee Dee Warwick, and a cousin of opera singer Leontyne Price.Dionne Warwick ( ) (born Marie Dionne Warrick; December 12, 1940) is an American singer, actress and television show host, who became a United Nations Global Ambassador for the Food and Agriculture Organization, and a United States Ambassador of Health.
Question: What did a niece of Cissy Houston became a United Nations Global Ambassador for?
Answer: Cissy Houston's niece became a United Nations Global Ambassador for health.",1,0,0.6320007951646226,0.3679992048353774,0.6320007951646226
"Knowledge: The iBook is a line of laptop computers designed, manufactured, and sold by Apple Inc. from 1999 to 2006.AirPort is the name given to a series of products by Apple Inc. using the (Wi-Fi) protocols (802.11b, 802.11g, 802.11n and 802.11ac).
Question: How is IBook and AirPort connected?
Answer: The iBook is able to connect to the internet via AirPort.",1,0,0.6308226593124857,0.36917734068751423,0.6308226593124857
